sentence,label_id,label
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,2,positive
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",1,neutral
Olvi expects sales and market share to increase in the first quarter of 2010 .,2,positive
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,0,negative
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",1,neutral
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,2,positive
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",0,negative
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,1,neutral
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",1,neutral
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",2,positive
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,2,positive
"International sales rose by 59.8 % to EUR 1,244.4 mn .",2,positive
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,2,positive
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",1,neutral
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",1,neutral
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",1,neutral
Closing of such transaction took place today .,1,neutral
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",1,neutral
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",1,neutral
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,2,positive
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",1,neutral
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",2,positive
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,0,negative
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",2,positive
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",0,negative
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,0,negative
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",2,positive
Operating profit rose to 22.1 mln eur from 19.9 mln .,2,positive
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',1,neutral
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",1,neutral
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,2,positive
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",0,negative
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",0,negative
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,0,negative
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",1,neutral
The parties have agreed not to disclose the transaction value .,1,neutral
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",2,positive
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",2,positive
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,1,neutral
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",1,neutral
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",2,positive
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,0,negative
The profit after taxes was EUR 57.7 11.1 million .,1,neutral
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,1,neutral
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",1,neutral
Why not subscribe to the magazine ?,1,neutral
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,2,positive
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,2,positive
The deliveries are scheduled for the summer and autumn of 2008 .,1,neutral
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,1,neutral
The new B shares carry the right to dividend and other shareholder rights with effect from today .,1,neutral
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,1,neutral
"The approximately 20,000 dwt vessel has been ordered from India .",1,neutral
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,0,negative
"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",1,neutral
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",0,negative
"The guidance has been set at 90 basis points over mid-swaps , the report said .",1,neutral
The serial bond is part of the plan to refinance the short-term credit facility .,1,neutral
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",1,neutral
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",0,negative
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",1,neutral
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",0,negative
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,1,neutral
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,0,negative
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,1,neutral
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",2,positive
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",2,positive
"When dialing in , the participants should quote 877417 as conference ID .",1,neutral
Scanfil has also issued a profit warning .,0,negative
The value of the deal has not been disclosed .,1,neutral
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",1,neutral
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",2,positive
